Celta;314;30;16;27;7;10;9;
Salamanca;314;38;26;27;11;10;5;
Zaragoza;314;29;34;40;7;11;8;
At. Madrid;315;52;49;25;15;5;7;
Betis;315;38;34;35;11;11;5;
Burgos;315;34;35;42;10;13;4;
Barcelona;315;46;55;30;13;7;7;
Celta;315;33;18;28;8;10;9;
Malaga (C.D.);315;15;17;45;3;18;6;
Elche;315;34;37;40;9;11;7;
Las Palmas;315;41;45;43;12;10;5;
Espanyol;315;40;45;48;11;9;7;
Rac. Santander;315;31;30;48;8;12;7;
Real Sociedad;315;40;48;30;11;9;7;
Real Madrid;315;38;45;42;10;9;8;
Sevilla;315;38;24;29;9;7;11;
Hercules;315;32;25;33;8;11;8;
Valencia;315;42;42;35;11;7;9;
Salamanca;315;39;26;27;11;10;6;
Zaragoza;315;30;35;41;7;11;9;
Ath. Bilbao;315;42;45;34;12;9;6;
Ath. Bilbao;316;45;47;35;13;9;6;
Valencia;316;42;43;37;11;8;9;
Barcelona;316;49;57;31;14;7;7;
Zaragoza;316;30;36;43;7;12;9;
Hercules;316;35;28;33;9;11;8;
Burgos;316;34;35;45;10;14;4;
Las Palmas;316;42;46;44;12;10;6;
Betis;316;39;35;36;11;11;6;
Malaga (C.D.);316;18;19;46;4;18;6;
Real Sociedad;316;40;49;32;11;10;7;
Rac. Santander;316;34;32;49;9;12;7;
Elche;316;34;38;42;9;12;7;
Real Madrid;316;41;49;43;11;9;8;
Espanyol;316;40;46;52;11;10;7;
Salamanca;316;42;28;27;12;10;6;
Celta;316;33;18;30;8;11;9;
Sevilla;316;38;25;31;9;8;11;
At. Madrid;316;55;51;26;16;5;7;
At. Madrid;317;58;52;26;17;5;7;
Las Palmas;317;42;46;45;12;11;6;
Betis;317;42;37;37;12;11;6;
Rac. Santander;317;34;33;51;9;13;7;
Burgos;317;37;36;45;11;14;4;
Sevilla;317;38;25;32;9;9;11;
Celta;317;34;18;30;8;11;10;
Ath. Bilbao;317;46;47;35;13;9;7;
Elche;317;35;39;43;9;12;8;
Real Madrid;317;42;50;44;11;9;9;
Espanyol;317;43;51;53;12;10;7;
Malaga (C.D.);317;18;20;51;4;19;6;
Real Sociedad;317;43;50;32;12;10;7;
Salamanca;317;42;28;28;12;11;6;
Valencia;317;42;43;38;11;9;9;
Barcelona;317;52;58;31;15;7;7;
Zaragoza;317;33;37;43;8;12;9;
Hercules;317;35;28;34;9;12;8;
Ath. Bilbao;318;49;51;37;14;9;7;
Real Sociedad;318;43;52;36;12;11;7;
Barcelona;318;55;62;31;16;7;7;
Celta;318;34;18;34;8;12;10;
Burgos;318;40;38;45;12;14;4;
At. Madrid;318;58;52;28;17;6;7;
Hercules;318;38;30;35;10;12;8;
Valencia;318;42;44;40;11;10;9;
Malaga (C.D.);318;18;22;54;4;20;6;
Elche;318;38;42;45;10;12;8;
Rac. Santander;318;37;35;52;10;13;7;
Las Palmas;318;42;47;47;12;12;6;
Real Madrid;318;42;50;45;11;10;9;
Betis;318;45;38;37;13;11;6;
Salamanca;318;45;30;29;13;11;6;
Espanyol;318;43;52;55;12;11;7;
Sevilla;318;41;29;33;10;9;11;
Zaragoza;318;33;38;47;8;13;9;
At. Madrid;319;61;57;29;18;6;7;
Rac. Santander;319;37;36;57;10;14;7;
Betis;319;45;38;38;13;12;6;
Malaga (C.D.);319;21;23;54;5;20;6;
Celta;319;35;20;36;8;12;11;
Hercules;319;39;32;37;10;12;9;
Elche;319;41;43;45;11;12;8;
Salamanca;319;45;30;30;13;12;6;
Espanyol;319;46;56;55;13;11;7;
Ath. Bilbao;319;49;51;41;14;10;7;
Las Palmas;319;45;51;49;13;12;6;
Real Madrid;319;42;52;49;11;11;9;
Real Sociedad;319;44;52;36;12;11;8;
Barcelona;319;56;62;31;16;7;8;
Valencia;319;45;48;40;12;10;9;
Sevilla;319;41;29;37;10;10;11;
Zaragoza;319;36;40;48;9;13;9;
Burgos;319;40;39;47;12;15;4;
Ath. Bilbao;320;50;52;42;14;10;8;
Elche;320;42;44;46;11;12;9;
Barcelona;320;59;66;33;17;7;8;
Espanyol;320;46;58;59;13;12;7;
Burgos;320;43;43;48;13;15;4;
Valencia;320;45;49;44;12;11;9;
Hercules;320;42;34;37;11;12;9;
Real Sociedad;320;44;52;38;12;12;8;
Malaga (C.D.);320;21;23;56;5;21;6;
Las Palmas;320;48;53;49;14;12;6;
Real Madrid;320;45;55;50;12;11;9;
Rac. Santander;320;37;37;60;10;15;7;
Salamanca;320;45;30;31;13;13;6;
Betis;320;48;39;38;14;12;6;
Sevilla;320;44;31;37;11;10;11;
Celta;320;35;20;38;8;13;11;
Zaragoza;320;36;40;50;9;14;9;
At. Madrid;320;64;59;29;19;6;7;
Betis;321;51;41;39;15;12;6;
Ath. Bilbao;321;50;53;44;14;11;8;
Celta;321;38;22;39;9;13;11;
Burgos;321;43;44;50;13;16;4;
Elche;321;43;44;46;11;12;10;
Barcelona;321;60;66;33;17;7;9;
Espanyol;321;49;61;59;14;12;7;
Hercules;321;42;34;40;11;13;9;
Las Palmas;321;51;55;49;15;12;6;
Salamanca;321;45;30;33;13;14;6;
Rac. Santander;321;40;40;62;11;15;7;
Malaga (C.D.);321;21;25;59;5;22;6;
Real Madrid;321;46;56;51;12;11;10;
At. Madrid;321;65;60;30;19;6;8;
Real Sociedad;321;47;54;39;13;12;8;
Sevilla;321;44;32;39;11;11;11;
Valencia;321;46;50;45;12;11;10;
Zaragoza;321;37;41;51;9;14;10;
At. Madrid;322;65;62;33;19;7;8;
Valencia;322;49;53;47;13;11;10;
Ath. Bilbao;322;53;55;45;15;11;8;
Las Palmas;322;51;56;51;15;13;6;
Barcelona;322;63;69;34;18;7;9;
Betis;322;51;42;42;15;13;6;
Burgos;322;46;46;50;14;16;4;
Real Sociedad;322;47;54;41;13;13;8;
Hercules;322;43;35;41;11;13;10;
Elche;322;44;45;47;11;12;11;
Malaga (C.D.);322;24;27;60;6;22;6;
Real Madrid;322;46;57;53;12;12;10;
Salamanca;322;45;30;34;13;15;6;
Rac. Santander;322;43;41;62;12;15;7;
Sevilla;322;45;32;39;11;11;12;
Espanyol;322;50;61;59;14;12;8;
Zaragoza;322;40;42;51;10;14;10;
Celta;322;38;22;40;9;14;11;
Calvo Sotelo;323;3;3;2;1;0;0;
Getafe;323;0;2;3;0;1;0;
Castellon;323;1;0;0;0;0;1;
Dptivo. Coruna;323;1;0;0;0;0;1;
Cadiz;323;3;2;1;1;0;0;
Cordoba;323;0;1;2;0;1;0;
Granada;323;0;2;3;0;1;0;
Alaves;323;3;3;2;1;0;0;
Jaen;323;3;4;2;1;0;0;
Valladolid;323;0;2;4;0;1;0;
Pontevedra;323;3;3;1;1;0;0;
Oviedo;323;0;1;3;0;1;0;
Rayo Vallecano;323;3;1;0;1;0;0;
Terrassa;323;0;0;1;0;1;0;
Rec. Huelva;323;3;1;0;1;0;0;
Sant Andreu;323;0;0;1;0;1;0;
Sporting Gijon;323;3;4;0;1;0;0;
Levante;323;0;0;4;0;1;0;
Tenerife;323;3;3;1;1;0;0;
Barcelona B;323;0;1;3;0;1;0;
Alaves;324;4;3;2;1;0;1;
Jaen;324;4;4;2;1;0;1;
Barcelona B;324;1;1;3;0;1;1;
Granada;324;1;2;3;0;1;1;
Cordoba;324;3;4;2;1;1;0;
Rayo Vallecano;324;3;1;3;1;1;0;
Dptivo. Coruna;324;4;2;1;1;0;1;
Cadiz;324;3;3;3;1;1;0;
Getafe;324;3;5;3;1;1;0;
Rec. Huelva;324;3;1;3;1;1;0;
Levante;324;3;1;4;1;1;0;
Pontevedra;324;3;3;2;1;1;0;
Oviedo;324;3;4;5;1;1;0;
Castellon;324;1;2;3;0;1;1;
Sant Andreu;324;0;0;2;0;2;0;
Tenerife;324;6;4;1;2;0;0;
Terrassa;324;0;0;2;0;2;0;
Calvo Sotelo;324;6;4;2;2;0;0;
Valladolid;324;1;3;5;0;1;1;
Sporting Gijon;324;4;5;1;1;0;1;
Calvo Sotelo;325;9;5;2;3;0;0;
Cordoba;325;3;4;3;1;2;0;
Castellon;325;1;3;5;0;2;1;
Levante;325;6;3;5;2;1;0;
Cadiz;325;6;5;4;2;1;0;
Oviedo;325;3;5;7;1;2;0;
Granada;325;4;3;3;1;1;1;
Sant Andreu;325;0;0;3;0;3;0;
Jaen;325;7;5;2;2;0;1;
Barcelona B;325;1;1;4;0;2;1;
Rayo Vallecano;325;4;1;3;1;1;1;
Dptivo. Coruna;325;5;2;1;1;0;2;
Rec. Huelva;325;4;1;3;1;1;1;
Terrassa;325;1;0;2;0;2;1;
Sporting Gijon;325;7;7;1;2;0;1;
Pontevedra;325;3;3;4;1;2;0;
Tenerife;325;9;6;1;3;0;0;
Getafe;325;3;5;5;1;2;0;
Valladolid;325;4;7;6;1;1;1;
Alaves;325;4;4;6;1;1;1;
Alaves;326;5;5;7;1;1;2;
Sporting Gijon;326;8;8;2;2;0;2;
Barcelona B;326;4;3;5;1;2;1;
Valladolid;326;4;8;8;1;2;1;
Cordoba;326;6;7;3;2;2;0;
Rec. Huelva;326;4;1;6;1;2;1;
Dptivo. Coruna;326;6;3;2;1;0;3;
Calvo Sotelo;326;10;6;3;3;0;1;
Getafe;326;6;8;6;2;2;0;
Granada;326;4;4;6;1;2;1;
Levante;326;7;4;6;2;1;1;
Cadiz;326;7;6;5;2;1;1;
Oviedo;326;3;5;8;1;3;0;
Rayo Vallecano;326;7;2;3;2;1;1;
Pontevedra;326;4;4;5;1;2;1;
Castellon;326;2;4;6;0;2;2;
Sant Andreu;326;3;1;3;1;3;0;
Jaen;326;7;5;3;2;1;1;
Terrassa;326;4;3;2;1;2;1;
Tenerife;326;9;6;4;3;1;0;
Alaves;327;6;6;8;1;1;3;
Barcelona B;327;5;4;6;1;2;2;
Calvo Sotelo;327;10;6;4;3;1;1;
Oviedo;327;6;6;8;2;3;0;
Cadiz;327;8;8;7;2;1;2;
Pontevedra;327;5;6;7;1;2;2;
Granada;327;4;5;8;1;3;1;
Terrassa;327;7;5;3;2;2;1;
Jaen;327;10;6;3;3;1;1;
Getafe;327;6;8;7;2;3;0;
Rayo Vallecano;327;10;4;3;3;1;1;
Levante;327;7;4;8;2;2;1;
Rec. Huelva;327;7;2;6;2;2;1;
Dptivo. Coruna;327;6;3;3;1;1;3;
Sporting Gijon;327;11;11;3;3;0;2;
Castellon;327;2;5;9;0;3;2;
Tenerife;327;10;7;5;3;1;1;
Cordoba;327;7;8;4;2;2;1;
Valladolid;327;5;9;9;1;2;2;
Sant Andreu;327;4;2;4;1;3;1;
Barcelona B;328;5;4;8;1;3;2;
Sporting Gijon;328;14;13;3;4;0;2;
Castellon;328;5;7;9;1;3;2;
Cadiz;328;8;8;9;2;2;2;
Cordoba;328;10;10;5;3;2;1;
Granada;328;4;6;10;1;4;1;
Dptivo. Coruna;328;7;3;3;1;1;4;
Tenerife;328;11;7;5;3;1;2;
Getafe;328;7;9;8;2;3;1;
Valladolid;328;6;10;10;1;2;3;
Levante;328;8;5;9;2;2;2;
Calvo Sotelo;328;11;7;5;3;1;2;
Oviedo;328;9;7;8;3;3;0;
Rec. Huelva;328;7;2;7;2;3;1;
Pontevedra;328;6;7;8;1;2;3;
Rayo Vallecano;328;11;5;4;3;1;2;
Sant Andreu;328;7;5;5;2;3;1;
Alaves;328;6;7;11;1;2;3;
Terrassa;328;8;7;5;2;2;2;
Jaen;328;11;8;5;3;1;2;
Alaves;329;6;7;12;1;3;3;
Getafe;329;10;10;8;3;3;1;
Barcelona B;329;8;6;9;2;3;2;
Sant Andreu;329;7;6;7;2;4;1;
Calvo Sotelo;329;14;8;5;4;1;2;
Pontevedra;329;6;7;9;1;3;3;
Granada;329;5;8;12;1;4;2;
Dptivo. Coruna;329;8;5;5;1;1;5;
Jaen;329;12;8;5;3;1;3;
Cordoba;329;11;10;5;3;2;2;
Rayo Vallecano;329;14;6;4;4;1;2;
Castellon;329;5;7;10;1;4;2;
Rec. Huelva;329;10;4;8;3;3;1;
Levante;329;8;6;11;2;3;2;
Sporting Gijon;329;17;14;3;5;0;2;
Cadiz;329;8;8;10;2;3;2;
Tenerife;329;14;10;5;4;1;2;
Oviedo;329;9;7;11;3;4;0;
Valladolid;329;9;11;10;2;2;3;
Terrassa;329;8;7;6;2;3;2;
Castellon;330;6;9;12;1;4;3;
Calvo Sotelo;330;15;10;7;4;1;3;
Cadiz;330;11;10;10;3;3;2;
Rayo Vallecano;330;14;6;6;4;2;2;
Cordoba;330;14;12;5;4;2;2;
Valladolid;330;9;11;12;2;3;3;
Dptivo. Coruna;330;11;6;5;2;1;5;
Jaen;330;12;8;6;3;2;3;
Getafe;330;13;12;8;4;3;1;
Barcelona B;330;8;6;11;2;4;2;
Levante;330;11;10;12;3;3;2;
Tenerife;330;14;11;9;4;2;2;
Oviedo;330;12;9;11;4;4;0;
Granada;330;5;8;14;1;5;2;
Pontevedra;330;7;9;11;1;3;4;
Rec. Huelva;330;11;6;10;3;3;2;
Sant Andreu;330;8;6;7;2;4;2;
Sporting Gijon;330;18;14;3;5;0;3;
Terrassa;330;9;7;6;2;3;3;
Alaves;330;7;7;12;1;3;4;
Alaves;331;10;10;12;2;3;4;
Cordoba;331;14;12;8;4;3;2;
Barcelona B;331;8;6;12;2;5;2;
Terrassa;331;12;8;6;3;3;3;
Calvo Sotelo;331;16;11;8;4;1;4;
Cadiz;331;12;11;11;3;3;3;
Granada;331;8;9;14;2;5;2;
Levante;331;11;10;13;3;4;2;
Jaen;331;15;11;7;4;2;3;
Oviedo;331;12;10;14;4;5;0;
Rec. Huelva;331;14;8;10;4;3;2;
Castellon;331;6;9;14;1;5;3;
Sant Andreu;331;9;7;8;2;4;3;
Getafe;331;14;13;9;4;3;2;
Sporting Gijon;331;19;15;4;5;0;4;
Rayo Vallecano;331;15;7;7;4;2;3;
Tenerife;331;14;11;10;4;3;2;
Pontevedra;331;10;10;11;2;3;4;
Valladolid;331;12;14;13;3;3;3;
Dptivo. Coruna;331;11;7;8;2;2;5;
Castellon;332;9;12;14;2;5;3;
Tenerife;332;14;11;13;4;4;2;
Cadiz;332;15;14;12;4;3;3;
Rec. Huelva;332;14;9;13;4;4;2;
Cordoba;332;15;12;8;4;3;3;
Barcelona B;332;9;6;12;2;5;3;
Dptivo. Coruna;332;12;9;10;2;2;6;
Alaves;332;11;12;14;2;3;5;
Getafe;332;17;14;9;5;3;2;
Sporting Gijon;332;19;15;5;5;1;4;
Levante;332;11;11;15;3;5;2;
Jaen;332;18;13;8;5;2;3;
Oviedo;332;15;12;15;5;5;0;
Valladolid;332;12;15;15;3;4;3;
Pontevedra;332;11;11;12;2;3;5;
Granada;332;9;10;15;2;5;3;
Rayo Vallecano;332;18;9;8;5;2;3;
Calvo Sotelo;332;16;12;10;4;2;4;
Terrassa;332;15;11;6;4;3;3;
Sant Andreu;332;9;7;11;2;5;3;
Alaves;333;11;13;17;2;4;5;
Oviedo;333;18;15;16;6;5;0;
Barcelona B;333;12;9;12;3;5;3;
Dptivo. Coruna;333;12;9;13;2;3;6;
Getafe;333;17;14;11;5;4;2;
Terrassa;333;18;13;6;5;3;3;
Granada;333;10;10;15;2;5;4;
Castellon;333;10;12;14;2;5;4;
Jaen;333;21;14;8;6;2;3;
Pontevedra;333;11;11;13;2;4;5;
Rec. Huelva;333;17;11;14;5;4;2;
Rayo Vallecano;333;18;10;10;5;3;3;
Sant Andreu;333;12;9;12;3;5;3;
Cordoba;333;15;13;10;4;4;3;
Sporting Gijon;333;22;19;6;6;1;4;
Calvo Sotelo;333;16;13;14;4;3;4;
Tenerife;333;17;13;13;5;4;2;
Cadiz;333;15;14;14;4;4;3;
Valladolid;333;12;17;18;3;5;3;
Levante;333;14;14;17;4;5;2;
Calvo Sotelo;334;17;13;14;4;3;5;
Rec. Huelva;334;18;11;14;5;4;3;
Castellon;334;11;13;15;2;5;5;
Jaen;334;22;15;9;6;2;4;
Cadiz;334;18;17;14;5;4;3;
Granada;334;10;10;18;2;6;4;
Cordoba;334;16;13;10;4;4;4;
Getafe;334;18;14;11;5;4;3;
Dptivo. Coruna;334;13;9;13;2;3;7;
Sant Andreu;334;13;9;12;3;5;4;
Levante;334;17;16;18;5;5;2;
Alaves;334;11;14;19;2;5;5;
Oviedo;334;21;16;16;7;5;0;
Barcelona B;334;12;9;13;3;6;3;
Pontevedra;334;11;11;15;2;5;5;
Valladolid;334;15;19;18;4;5;3;
Rayo Vallecano;334;21;12;10;6;3;3;
Tenerife;334;17;13;15;5;5;2;
Terrassa;334;19;15;8;5;3;4;
Sporting Gijon;334;23;21;8;6;1;5;
Alaves;335;14;16;19;3;5;5;
Pontevedra;335;11;11;17;2;6;5;
Barcelona B;335;15;10;13;4;6;3;
Levante;335;17;16;19;5;6;2;
Getafe;335;18;15;13;5;5;3;
Dptivo. Coruna;335;16;11;14;3;3;7;
Granada;335;13;12;18;3;6;4;
Rayo Vallecano;335;21;12;12;6;4;3;
Jaen;335;23;17;11;6;2;5;
Cadiz;335;19;19;16;5;4;4;
Sant Andreu;335;14;10;13;3;5;5;
Oviedo;335;22;17;17;7;5;1;
Sporting Gijon;335;26;23;9;7;1;5;
Rec. Huelva;335;18;12;16;5;5;3;
Tenerife;335;20;14;15;6;5;2;
Calvo Sotelo;335;17;13;15;4;4;5;
Terrassa;335;22;16;8;6;3;4;
Cordoba;335;16;13;11;4;5;4;
Valladolid;335;18;22;18;5;5;3;
Castellon;335;11;13;18;2;6;5;
Calvo Sotelo;336;20;14;15;5;4;5;
Granada;336;13;12;19;3;7;4;
Castellon;336;14;15;19;3;6;5;
Alaves;336;14;17;21;3;6;5;
Cadiz;336;22;24;16;6;4;4;
Valladolid;336;18;22;23;5;6;3;
Cordoba;336;16;14;13;4;6;4;
Sporting Gijon;336;29;25;10;8;1;5;
Dptivo. Coruna;336;19;12;14;4;3;7;
Terrassa;336;22;16;9;6;4;4;
Levante;336;18;18;21;5;6;3;
Sant Andreu;336;15;12;15;3;5;6;
Oviedo;336;25;21;17;8;5;1;
Getafe;336;18;15;17;5;6;3;
Pontevedra;336;14;13;17;3;6;5;
Barcelona B;336;15;10;15;4;7;3;
Rayo Vallecano;336;22;12;12;6;4;4;
Jaen;336;24;17;11;6;2;6;
Rec. Huelva;336;21;15;18;6;5;3;
Tenerife;336;20;16;18;6;6;2;
Alaves;337;15;18;22;3;6;6;
Cadiz;337;23;25;17;6;4;5;
Barcelona B;337;18;12;15;5;7;3;
Castellon;337;14;15;21;3;7;5;
Cordoba;337;19;16;14;5;6;4;
Dptivo. Coruna;337;19;13;16;4;4;7;
Getafe;337;19;16;18;5;6;4;
Levante;337;19;19;22;5;6;4;
Granada;337;13;13;21;3;8;4;
Rec. Huelva;337;24;17;19;7;5;3;
Jaen;337;27;20;12;7;2;6;
Calvo Sotelo;337;20;15;18;5;5;5;
Sant Andreu;337;16;14;17;3;5;7;
Pontevedra;337;15;15;19;3;6;6;
Sporting Gijon;337;32;28;11;9;1;5;
Tenerife;337;20;17;21;6;7;2;
Terrassa;337;25;20;9;7;4;4;
Oviedo;337;25;21;21;8;6;1;
Valladolid;337;18;22;24;5;7;3;
Rayo Vallecano;337;25;13;12;7;4;4;
Calvo Sotelo;338;23;17;19;6;5;5;
Valladolid;338;18;23;26;5;8;3;
Castellon;338;17;18;21;4;7;5;
Sant Andreu;338;16;14;20;3;6;7;
Cadiz;338;26;27;17;7;4;5;
Barcelona B;338;18;12;17;5;8;3;
Dptivo. Coruna;338;20;13;16;4;4;8;
Sporting Gijon;338;33;28;11;9;1;6;
Levante;338;20;19;22;5;6;5;
Terrassa;338;26;20;9;7;4;5;
Oviedo;338;28;22;21;9;6;1;
Cordoba;338;19;16;15;5;7;4;
Pontevedra;338;18;17;19;4;6;6;
Getafe;338;19;16;20;5;7;4;
Rayo Vallecano;338;28;16;13;8;4;4;
Alaves;338;15;19;25;3;7;6;
Rec. Huelva;338;25;17;19;7;5;4;
Jaen;338;28;20;12;7;2;7;
Tenerife;338;23;20;21;7;7;2;
Granada;338;13;13;24;3;9;4;
Alaves;339;18;22;25;4;7;6;
Calvo Sotelo;339;23;17;22;6;6;5;
Barcelona B;339;19;13;18;5;8;4;
Rayo Vallecano;339;29;17;14;8;4;5;
Cordoba;339;20;17;16;5;7;5;
Levante;339;21;20;23;5;6;6;
Dptivo. Coruna;339;21;15;18;4;4;9;
Oviedo;339;29;24;23;9;6;2;
Getafe;339;22;17;20;6;7;4;
Castellon;339;17;18;22;4;8;5;
Jaen;339;31;22;13;8;2;7;
Tenerife;339;23;21;23;7;8;2;
Sant Andreu;339;19;16;21;4;6;7;
Cadiz;339;26;28;19;7;5;5;
Sporting Gijon;339;36;30;12;10;1;6;
Granada;339;13;14;26;3;10;4;
Terrassa;339;29;23;9;8;4;5;
Pontevedra;339;18;17;22;4;7;6;
Valladolid;339;21;27;26;6;8;3;
Rec. Huelva;339;25;17;23;7;6;4;
Calvo Sotelo;340;26;20;22;7;6;5;
Barcelona B;340;19;13;21;5;9;4;
Castellon;340;20;19;22;5;8;5;
Terrassa;340;29;23;10;8;5;5;
Cadiz;340;29;31;19;8;5;5;
Getafe;340;22;17;23;6;8;4;
Granada;340;16;16;26;4;10;4;
Jaen;340;31;22;15;8;3;7;
Levante;340;24;23;24;6;6;6;
Dptivo. Coruna;340;21;16;21;4;5;9;
Pontevedra;340;19;17;22;4;7;7;
Cordoba;340;21;17;16;5;7;6;
Rayo Vallecano;340;32;19;14;9;4;5;
Sant Andreu;340;19;16;23;4;7;7;
Rec. Huelva;340;25;17;24;7;7;4;
Alaves;340;21;23;25;5;7;6;
Sporting Gijon;340;37;31;13;10;1;7;
Oviedo;340;30;25;24;9;6;3;
Tenerife;340;24;22;24;7;8;3;
Valladolid;340;22;28;27;6;8;4;
Alaves;341;22;24;26;5;7;7;
Tenerife;341;25;23;25;7;8;4;
Barcelona B;341;20;13;21;5;9;5;
Rec. Huelva;341;26;17;24;7;7;5;
Cordoba;341;24;20;16;6;7;6;
Castellon;341;20;19;25;5;9;5;
Dptivo. Coruna;341;22;16;21;4;5;10;
Pontevedra;341;20;17;22;4;7;8;
Getafe;341;22;17;24;6;9;4;
Rayo Vallecano;341;35;20;14;10;4;5;
Jaen;341;34;23;15;9;3;7;
Sporting Gijon;341;37;31;14;10;2;7;
Oviedo;341;33;27;25;10;6;3;
Levante;341;24;24;26;6;7;6;
Sant Andreu;341;22;20;24;5;7;7;
Calvo Sotelo;341;26;21;26;7;7;5;
Terrassa;341;30;24;11;8;5;6;
Cadiz;341;30;32;20;8;5;6;
Valladolid;341;25;29;27;7;8;4;
Granada;341;16;16;27;4;11;4;
Alaves;342;23;24;26;5;7;8;
Granada;342;17;16;27;4;11;5;
Barcelona B;342;23;20;22;6;9;5;
Tenerife;342;25;24;32;7;9;4;
Cordoba;342;25;22;18;6;7;7;
Cadiz;342;31;34;22;8;5;7;
Dptivo. Coruna;342;25;18;22;5;5;10;
Castellon;342;20;20;27;5;10;5;
Getafe;342;25;19;25;7;9;4;
Calvo Sotelo;342;26;22;28;7;8;5;
Levante;342;27;26;27;7;7;6;
Sporting Gijon;342;37;32;16;10;3;7;
Oviedo;342;34;28;26;10;6;4;
Pontevedra;342;21;18;23;4;7;9;
Sant Andreu;342;23;20;24;5;7;8;
Rec. Huelva;342;27;17;24;7;7;6;
Terrassa;342;31;26;13;8;5;7;
Rayo Vallecano;342;36;22;16;10;4;6;
Valladolid;342;28;32;28;8;8;4;
Jaen;342;34;24;18;9;4;7;
Calvo Sotelo;343;29;24;29;8;8;5;
Terrassa;343;31;27;15;8;6;7;
Castellon;343;23;23;28;6;10;5;
Oviedo;343;34;29;29;10;7;4;
Cadiz;343;34;38;23;9;5;7;
Dptivo. Coruna;343;25;19;26;5;6;10;
Granada;343;20;17;27;5;11;5;
Barcelona B;343;23;20;23;6;10;5;
Jaen;343;37;25;18;10;4;7;
Alaves;343;23;24;27;5;8;8;
Pontevedra;343;24;20;24;5;7;9;
Levante;343;27;27;29;7;8;6;
Rayo Vallecano;343;39;28;16;11;4;6;
Cordoba;343;25;22;24;6;8;7;
Rec. Huelva;343;27;17;25;7;8;6;
Getafe;343;28;20;25;8;9;4;
Sporting Gijon;343;40;34;17;11;3;7;
Valladolid;343;28;33;30;8;9;4;
Tenerife;343;26;27;35;7;9;5;
Sant Andreu;343;24;23;27;5;7;9;
Alaves;344;26;27;28;6;8;8;
Valladolid;344;28;34;33;8;10;4;
Barcelona B;344;24;21;24;6;10;6;
Jaen;344;38;26;19;10;4;8;
Cordoba;344;28;24;24;7;8;7;
Calvo Sotelo;344;29;24;31;8;9;5;
Dptivo. Coruna;344;28;21;26;6;6;10;
Rayo Vallecano;344;39;28;18;11;5;6;
Getafe;344;31;21;25;9;9;4;
Tenerife;344;26;27;36;7;10;5;
Levante;344;28;28;30;7;8;7;
Castellon;344;24;24;29;6;10;6;
Oviedo;344;34;30;31;10;8;4;
Cadiz;344;37;40;24;10;5;7;
Pontevedra;344;27;21;24;6;7;9;
Sporting Gijon;344;40;34;18;11;4;7;
Sant Andreu;344;27;24;27;6;7;9;
Granada;344;20;17;28;5;12;5;
Terrassa;344;34;30;16;9;6;7;
Rec. Huelva;344;27;18;28;7;9;6;
Calvo Sotelo;345;29;26;35;8;10;5;
Dptivo. Coruna;345;31;25;28;7;6;10;
Castellon;345;27;25;29;7;10;6;
Pontevedra;345;27;21;25;6;8;9;
Cadiz;345;40;41;24;11;5;7;
Levante;345;28;28;31;7;9;7;
Granada;345;23;21;28;6;12;5;
Getafe;345;31;21;29;9;10;4;
Jaen;345;39;26;19;10;4;9;
Sant Andreu;345;28;24;27;6;7;10;
Rayo Vallecano;345;42;29;18;12;5;6;
Oviedo;345;34;30;32;10;9;4;
Rec. Huelva;345;28;20;30;7;9;7;
Cordoba;345;29;26;26;7;8;8;
Sporting Gijon;345;41;35;19;11;4;8;
Alaves;345;27;28;29;6;8;9;
Tenerife;345;29;30;36;8;10;5;
Terrassa;345;34;30;19;9;7;7;
Valladolid;345;31;37;34;9;10;4;
Barcelona B;345;24;22;27;6;11;6;
Barcelona B;346;24;23;29;6;12;6;
Alaves;346;30;30;30;7;8;9;
Castellon;346;30;27;29;8;10;6;
Sporting Gijon;346;41;35;21;11;5;8;
Cordoba;346;30;26;26;7;8;9;
Tenerife;346;30;30;36;8;10;6;
Dptivo. Coruna;346;32;26;29;7;6;11;
Rec. Huelva;346;29;21;31;7;9;8;
Getafe;346;32;21;29;9;10;5;
Jaen;346;40;26;19;10;4;10;
Levante;346;29;28;31;7;9;8;
Rayo Vallecano;346;43;29;18;12;5;7;
Oviedo;346;37;31;32;11;9;4;
Calvo Sotelo;346;29;26;36;8;11;5;
Pontevedra;346;27;21;26;6;9;9;
Cadiz;346;43;42;24;12;5;7;
Sant Andreu;346;28;25;30;6;8;10;
Valladolid;346;34;40;35;10;10;4;
Terrassa;346;35;30;19;9;7;8;
Granada;346;24;21;28;6;12;6;
Alaves;347;33;34;31;8;8;9;
Sant Andreu;347;28;26;34;6;9;10;
Calvo Sotelo;347;32;29;38;9;11;5;
Levante;347;29;30;34;7;10;8;
Cadiz;347;46;45;25;13;5;7;
Castellon;347;30;28;32;8;11;6;
Granada;347;27;23;29;7;12;6;
Cordoba;347;30;27;28;7;9;9;
Jaen;347;40;26;20;10;5;10;
Terrassa;347;38;31;19;10;7;8;
Rayo Vallecano;347;44;30;19;12;5;8;
Pontevedra;347;28;22;27;6;9;10;
Rec. Huelva;347;30;23;33;7;9;9;
Oviedo;347;38;33;34;11;9;5;
Sporting Gijon;347;44;38;22;12;5;8;
Barcelona B;347;24;24;32;6;13;6;
Tenerife;347;33;33;37;9;10;6;
Dptivo. Coruna;347;32;27;32;7;7;11;
Valladolid;347;37;42;36;11;10;4;
